traveler_name,destination_city,trip_length_days,justification,has_packet,num_flags,num_high_flags,num_med_flags,num_low_flags,risk_score,final_action
Traveler_299,Norfolk,4,Required for mission-related activities and planning.,1,3,1,1,1,18,clarify
Traveler_300,Ramstein,8,High priority mission but documentation issues exist.,1,4,2,1,1,27,hold
Traveler_301,Norfolk,3,Conference.,1,1,0,0,1,3,clarify
Traveler_302,Tampa,6,Operational travel supporting mission coordination and readiness activities.,0,1,1,0,0,9,approve
Traveler_303,Norfolk,4,Official travel in support of mission execution and operational readiness.,1,0,0,0,0,0,clarify
Traveler_304,Colorado Springs,2,Required attendance for training event aligned with mission support needs.,0,0,0,0,0,0,approve
Traveler_305,Osan,5,Travel directly supports mission needs and operational planning activities.,1,1,1,0,0,9,approve
Traveler_306,Tokyo,5,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,1,1,0,0,9,approve
Traveler_307,Tokyo,5,Multiple discrepancies require further review and validation.,1,2,2,0,0,18,hold
Traveler_308,Norfolk,7,Operational travel supporting mission coordination and readiness activities.,1,1,1,0,0,9,approve
Traveler_309,Norfolk,5,Multiple discrepancies require further review and validation.,1,3,1,2,0,21,hold
Traveler_310,San Jose,2,Administrative travel for official coordination and program support.,0,1,1,0,0,9,clarify
Traveler_311,San Diego,4,High priority mission but documentation issues exist.,1,2,2,0,0,18,hold
Traveler_312,Washington DC,3,High priority mission but documentation issues exist.,1,3,2,0,1,21,hold
Traveler_313,Norfolk,2,Multiple discrepancies require further review and validation.,1,2,2,0,0,18,hold
Traveler_314,Osan,6,Travel requires additional approval due to high risk factors.,1,3,1,2,0,21,hold
Traveler_315,Osan,7,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,1,0,0,1,3,approve
Traveler_316,Ramstein,9,Multiple discrepancies require further review and validation.,1,3,1,2,0,21,clarify
Traveler_317,Tampa,2,High priority mission but documentation issues exist.,1,4,0,4,0,24,hold
Traveler_318,Osan,7,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,0,0,0,0,0,approve
Traveler_319,Ramstein,6,Travel supports mission readiness and coordination.,0,3,0,3,0,18,clarify
Traveler_320,Osan,10,High priority mission but documentation issues exist.,1,2,2,0,0,18,clarify
Traveler_321,Washington DC,5,Travel supports mission readiness and coordination.,0,3,1,1,1,18,clarify
Traveler_322,San Diego,2,Required attendance for training event aligned with mission support needs.,1,0,0,0,0,0,approve
Traveler_323,Colorado Springs,7,Travel requires additional approval due to high risk factors.,1,3,1,2,0,21,hold
Traveler_324,San Diego,3,Travel requires additional approval due to high risk factors.,1,2,2,0,0,18,hold
Traveler_325,Tokyo,5,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,1,0,0,1,3,approve
Traveler_326,Washington DC,5,"Coordination travel for program review, leadership engagement, and planning.",0,1,1,0,0,9,approve
Traveler_327,Ramstein,9,Travel requires additional approval due to high risk factors.,1,3,1,2,0,21,hold
Traveler_328,San Diego,5,Required attendance for training event aligned with mission support needs.,1,0,0,0,0,0,approve
Traveler_329,Washington DC,1,Official travel for interagency coordination and mission planning support.,1,0,0,0,0,0,approve
Traveler_330,Norfolk,4,Official travel for training and operational support.,1,2,0,2,0,12,approve
Traveler_331,Norfolk,2,Travel supports mission readiness and coordination.,1,3,1,1,1,18,clarify
Traveler_332,San Diego,2,Required attendance for training event aligned with mission support needs.,0,1,0,1,0,6,clarify
Traveler_333,Tokyo,5,Travel supports mission readiness and coordination.,0,4,1,0,3,18,clarify
Traveler_334,Osan,9,Travel requires additional approval due to high risk factors.,1,2,2,0,0,18,clarify
Traveler_335,Osan,9,Multiple discrepancies require further review and validation.,0,4,2,0,2,24,hold
Traveler_336,Osan,8,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,0,0,0,0,0,approve
Traveler_337,San Diego,5,Official travel for required training and mission readiness support.,1,0,0,0,0,0,approve
Traveler_338,Honolulu,7,Travel requires additional approval due to high risk factors.,1,2,2,0,0,18,hold
Traveler_339,San Jose,4,Official travel for training and operational support.,1,2,1,1,0,15,clarify
Traveler_340,Honolulu,4,Travel supports scheduled mission-related activities and oversight.,0,0,0,0,0,0,approve
Traveler_341,Norfolk,2,Operational travel supporting mission coordination and readiness activities.,1,1,0,1,0,6,approve
Traveler_342,Colorado Springs,6,Required attendance for training event aligned with mission support needs.,0,0,0,0,0,0,approve
Traveler_343,Norfolk,6,"Travel required for operational planning, coordination, and support.",1,1,1,0,0,9,approve
Traveler_344,Ramstein,5,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,1,0,0,1,3,approve
Traveler_345,Tokyo,10,Travel directly supports mission needs and operational planning activities.,1,1,1,0,0,9,approve
Traveler_346,Osan,9,Official travel for training and operational support.,1,3,0,0,3,9,approve
Traveler_347,Ramstein,5,Travel directly supports mission needs and operational planning activities.,1,0,0,0,0,0,approve
Traveler_348,Osan,6,High priority mission but documentation issues exist.,0,2,2,0,0,18,hold
Traveler_349,Colorado Springs,5,Travel supports formal training objectives and organizational preparedness.,1,1,0,0,1,3,approve
Traveler_350,Tokyo,6,Required for mission-related activities and planning.,1,3,1,1,1,18,approve
Traveler_351,Colorado Springs,5,Travel supports mission readiness and coordination.,0,2,0,1,1,9,clarify
Traveler_352,Tampa,3,Operational travel supporting mission coordination and readiness activities.,0,1,0,0,1,3,approve
Traveler_353,Osan,10,Multiple discrepancies require further review and validation.,1,2,2,0,0,18,hold
Traveler_354,Washington DC,3,Multiple discrepancies require further review and validation.,1,2,2,0,0,18,hold
Traveler_355,Ramstein,8,Travel requires additional approval due to high risk factors.,1,2,2,0,0,18,hold
Traveler_356,San Diego,4,Official travel for required training and mission readiness support.,1,1,0,1,0,6,approve
Traveler_357,Tampa,5,Operational travel supporting mission coordination and readiness activities.,1,0,0,0,0,0,clarify
Traveler_358,Norfolk,3,Travel requires additional approval due to high risk factors.,1,2,2,0,0,18,hold
Traveler_359,Washington DC,1,Travel supports mission readiness and coordination.,0,3,1,1,1,18,clarify
Traveler_360,San Jose,2,Travel aligns with organizational objectives and official administrative needs.,1,0,0,0,0,0,approve
Traveler_361,San Diego,4,Conference.,1,0,0,0,0,0,approve
Traveler_362,Tampa,3,Operational travel supporting mission coordination and readiness activities.,1,0,0,0,0,0,approve
Traveler_363,Washington DC,2,Required for mission-related activities and planning.,1,4,0,2,2,18,clarify
Traveler_364,San Diego,5,Official travel for required training and mission readiness support.,1,1,0,1,0,6,approve
Traveler_365,Washington DC,2,Travel supports mission readiness and coordination.,1,2,1,0,1,12,clarify
Traveler_366,Norfolk,5,Travel supports mission readiness and coordination.,1,2,0,2,0,12,clarify
Traveler_367,Colorado Springs,4,High priority mission but documentation issues exist.,0,3,2,1,0,24,hold
Traveler_368,Tampa,3,Travel supports mission readiness and coordination.,1,2,0,0,2,6,clarify
Traveler_369,San Jose,4,Required for mission-related activities and planning.,1,2,1,0,1,12,approve
Traveler_370,San Diego,4,Official travel for required training and mission readiness support.,1,0,0,0,0,0,clarify
Traveler_371,Honolulu,4,Required for mission-related activities and planning.,1,2,1,0,1,12,clarify
Traveler_372,Norfolk,2,Official travel in support of mission execution and operational readiness.,1,1,0,0,1,3,approve
Traveler_373,Osan,10,Travel requires additional approval due to high risk factors.,1,2,2,0,0,18,hold
Traveler_374,Ramstein,7,Meeting.,1,1,1,0,0,9,approve
Traveler_375,Osan,7,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,1,0,0,1,3,clarify
Traveler_376,San Diego,6,Official travel for training and operational support.,0,3,1,1,1,18,clarify
Traveler_377,Ramstein,5,Conference.,1,1,0,1,0,6,approve
Traveler_378,Honolulu,6,Travel supports mission readiness and coordination.,1,3,0,2,1,15,clarify
Traveler_379,Honolulu,7,Travel requires additional approval due to high risk factors.,1,3,2,1,0,24,hold
Traveler_380,Tampa,5,Official travel in support of mission execution and operational readiness.,1,0,0,0,0,0,approve
Traveler_381,Colorado Springs,3,Travel supports formal training objectives and organizational preparedness.,0,0,0,0,0,0,approve
Traveler_382,Tampa,3,Official travel.,1,1,1,0,0,9,approve
Traveler_383,San Jose,2,Required for mission-related activities and planning.,1,3,1,1,1,18,approve
Traveler_384,Norfolk,6,Travel supports mission readiness and coordination.,1,2,1,0,1,12,clarify
Traveler_385,Norfolk,2,"Travel required for operational planning, coordination, and support.",1,0,0,0,0,0,approve
Traveler_386,Ramstein,10,Official travel for training and operational support.,0,3,1,1,1,18,approve
Traveler_387,Ramstein,10,Travel directly supports mission needs and operational planning activities.,1,1,0,0,1,3,approve
Traveler_388,Osan,6,Meeting.,1,1,0,0,1,3,approve
Traveler_389,San Diego,2,Travel supports mission readiness and coordination.,0,3,0,1,2,12,approve
Traveler_390,San Diego,5,Travel supports formal training objectives and organizational preparedness.,0,1,0,0,1,3,clarify
Traveler_391,Washington DC,1,Multiple discrepancies require further review and validation.,1,4,2,0,2,24,hold
Traveler_392,Tampa,2,Travel requires additional approval due to high risk factors.,1,3,2,1,0,24,hold
Traveler_393,Tokyo,9,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,1,0,0,1,3,approve
Traveler_394,San Diego,4,High priority mission but documentation issues exist.,1,4,0,4,0,24,clarify
Traveler_395,Tampa,2,Official travel in support of mission execution and operational readiness.,1,0,0,0,0,0,approve
Traveler_396,San Diego,2,High priority mission but documentation issues exist.,0,2,2,0,0,18,hold
Traveler_397,Tokyo,7,Travel supports mission readiness and coordination.,1,3,0,2,1,15,clarify
Traveler_398,Washington DC,4,Mission trip.,1,1,1,0,0,9,approve
Traveler_399,San Jose,4,Administrative travel for official coordination and program support.,0,0,0,0,0,0,approve
Traveler_400,Tampa,5,Official travel for training and operational support.,0,2,0,0,2,6,clarify
Traveler_401,San Diego,5,Travel supports formal training objectives and organizational preparedness.,1,0,0,0,0,0,approve
Traveler_402,Colorado Springs,6,Multiple discrepancies require further review and validation.,1,4,1,1,2,21,hold
Traveler_403,Ramstein,5,Multiple discrepancies require further review and validation.,1,4,2,1,1,27,hold
Traveler_404,Washington DC,1,"Coordination travel for program review, leadership engagement, and planning.",0,1,1,0,0,9,approve
Traveler_405,Tampa,5,Multiple discrepancies require further review and validation.,1,2,2,0,0,18,hold
Traveler_406,Honolulu,6,Travel supports mission readiness and coordination.,0,3,0,2,1,15,clarify
Traveler_407,San Jose,3,"Official travel for routine duties, meetings, and administrative support.",1,0,0,0,0,0,approve
Traveler_408,Washington DC,4,"Coordination travel for program review, leadership engagement, and planning.",1,0,0,0,0,0,approve
Traveler_409,Tampa,5,Travel supports mission readiness and coordination.,1,4,1,0,3,18,clarify
Traveler_410,San Jose,2,Travel requires additional approval due to high risk factors.,1,3,2,0,1,21,hold
Traveler_411,Ramstein,8,Multiple discrepancies require further review and validation.,1,3,2,0,1,21,clarify
Traveler_412,Norfolk,7,Official travel for training and operational support.,1,3,0,1,2,12,clarify
Traveler_413,Honolulu,7,Official travel supporting readiness activities and planned coordination.,1,1,1,0,0,9,approve
Traveler_414,Norfolk,6,High priority mission but documentation issues exist.,1,4,1,1,2,21,clarify
Traveler_415,Washington DC,2,"Coordination travel for program review, leadership engagement, and planning.",0,1,0,1,0,6,clarify
Traveler_416,Osan,7,Required for mission-related activities and planning.,1,4,1,0,3,18,clarify
Traveler_417,Washington DC,3,Multiple discrepancies require further review and validation.,1,2,2,0,0,18,hold
Traveler_418,Colorado Springs,7,Travel requires additional approval due to high risk factors.,1,4,2,0,2,24,hold
Traveler_419,Tokyo,7,High priority mission but documentation issues exist.,1,4,2,0,2,24,hold
Traveler_420,Tokyo,10,High priority mission but documentation issues exist.,1,3,2,1,0,24,hold
Traveler_421,Tampa,2,Travel requires additional approval due to high risk factors.,1,3,1,2,0,21,hold
Traveler_422,Ramstein,6,Required for mission-related activities and planning.,1,3,1,0,2,15,clarify
Traveler_423,Tampa,6,Travel requires additional approval due to high risk factors.,0,3,1,2,0,21,clarify
Traveler_424,Tampa,2,Conference.,1,1,1,0,0,9,approve
Traveler_425,Washington DC,2,Travel supports mission readiness and coordination.,1,3,0,3,0,18,clarify
Traveler_426,Tokyo,6,Travel requires additional approval due to high risk factors.,1,4,2,1,1,27,hold
Traveler_427,San Diego,3,Official travel for required training and mission readiness support.,1,0,0,0,0,0,clarify
Traveler_428,Colorado Springs,4,Required attendance for training event aligned with mission support needs.,1,1,1,0,0,9,approve
Traveler_429,Washington DC,2,Travel supports stakeholder coordination tied to organizational priorities.,1,1,1,0,0,9,approve
Traveler_430,San Jose,4,Administrative travel for official coordination and program support.,0,1,0,1,0,6,clarify
Traveler_431,Norfolk,4,Official travel in support of mission execution and operational readiness.,1,1,1,0,0,9,approve
Traveler_432,Tokyo,6,Travel supports mission readiness and coordination.,1,2,0,2,0,12,clarify
Traveler_433,Washington DC,5,Travel supports mission readiness and coordination.,1,2,0,0,2,6,clarify
Traveler_434,Tampa,6,Mission trip.,1,1,0,1,0,6,approve
Traveler_435,San Diego,5,Official travel for required training and mission readiness support.,1,1,0,1,0,6,approve
Traveler_436,Colorado Springs,7,Travel requires additional approval due to high risk factors.,1,2,2,0,0,18,hold
Traveler_437,Washington DC,3,"Coordination travel for program review, leadership engagement, and planning.",1,1,1,0,0,9,approve
Traveler_438,San Diego,4,Travel requires additional approval due to high risk factors.,1,3,2,1,0,24,hold
Traveler_439,Norfolk,3,Operational travel supporting mission coordination and readiness activities.,1,1,1,0,0,9,approve
Traveler_440,Tampa,2,Required for mission-related activities and planning.,1,2,0,0,2,6,approve
Traveler_441,Tokyo,7,Official travel required to support mission execution and overseas coordination.,1,1,1,0,0,9,approve
Traveler_442,San Diego,2,Official travel for required training and mission readiness support.,0,1,1,0,0,9,approve
Traveler_443,Tokyo,8,Required for mission-related activities and planning.,1,2,0,0,2,6,clarify
Traveler_444,Tampa,5,"Travel required for operational planning, coordination, and support.",1,0,0,0,0,0,approve
Traveler_445,Honolulu,8,Official travel for training and operational support.,0,2,0,2,0,12,clarify
Traveler_446,Honolulu,6,Support travel aligned with mission readiness and organizational objectives.,1,1,1,0,0,9,clarify
Traveler_447,Tokyo,7,Travel directly supports mission needs and operational planning activities.,1,1,1,0,0,9,approve
Traveler_448,Norfolk,7,Travel requires additional approval due to high risk factors.,1,3,2,1,0,24,hold
Traveler_449,Ramstein,7,Meeting.,1,1,1,0,0,9,approve
Traveler_450,Washington DC,5,Travel supports mission readiness and coordination.,1,2,0,0,2,6,approve
Traveler_451,Colorado Springs,4,Travel supports formal training objectives and organizational preparedness.,1,0,0,0,0,0,approve
Traveler_452,San Diego,5,Travel requires additional approval due to high risk factors.,1,3,2,0,1,21,hold
Traveler_453,Washington DC,5,"Coordination travel for program review, leadership engagement, and planning.",0,1,1,0,0,9,approve
Traveler_454,San Diego,6,Travel supports formal training objectives and organizational preparedness.,1,0,0,0,0,0,approve
Traveler_455,San Jose,4,Conference.,1,1,1,0,0,9,approve
Traveler_456,Tampa,3,Required for mission-related activities and planning.,1,2,1,1,0,15,clarify
Traveler_457,San Jose,3,Travel aligns with organizational objectives and official administrative needs.,1,1,1,0,0,9,approve
Traveler_458,Colorado Springs,7,Required for mission-related activities and planning.,1,2,1,0,1,12,clarify
Traveler_459,Tokyo,10,Mission trip.,1,1,1,0,0,9,clarify
Traveler_460,San Diego,3,Mission trip.,1,1,0,1,0,6,approve
Traveler_461,Tokyo,8,Multiple discrepancies require further review and validation.,1,2,2,0,0,18,hold
Traveler_462,Honolulu,5,Official travel for training and operational support.,1,3,1,1,1,18,clarify
Traveler_463,San Diego,3,Multiple discrepancies require further review and validation.,0,2,2,0,0,18,hold
Traveler_464,Norfolk,6,Official travel in support of mission execution and operational readiness.,1,1,0,1,0,6,approve
Traveler_465,Norfolk,5,Required for mission-related activities and planning.,1,2,0,2,0,12,approve
Traveler_466,San Diego,2,Required attendance for training event aligned with mission support needs.,0,1,1,0,0,9,clarify
Traveler_467,Tokyo,6,High priority mission but documentation issues exist.,1,3,1,2,0,21,clarify
Traveler_468,Washington DC,4,Official travel for training and operational support.,1,2,1,0,1,12,clarify
Traveler_469,Norfolk,4,Operational travel supporting mission coordination and readiness activities.,1,0,0,0,0,0,approve
Traveler_470,Ramstein,5,Official travel for training and operational support.,1,4,0,0,4,12,approve
Traveler_471,Washington DC,5,Official travel for training and operational support.,1,2,1,1,0,15,clarify
Traveler_472,Honolulu,7,High priority mission but documentation issues exist.,1,2,2,0,0,18,hold
Traveler_473,Norfolk,6,Operational travel supporting mission coordination and readiness activities.,1,0,0,0,0,0,approve
Traveler_474,Washington DC,2,Multiple discrepancies require further review and validation.,1,4,0,4,0,24,hold
Traveler_475,Honolulu,5,Multiple discrepancies require further review and validation.,1,3,2,0,1,21,hold
Traveler_476,Honolulu,6,Required for mission-related activities and planning.,1,2,0,0,2,6,clarify
Traveler_477,Osan,9,High priority mission but documentation issues exist.,1,4,0,3,1,21,hold
Traveler_478,Tampa,2,Multiple discrepancies require further review and validation.,1,3,1,2,0,21,hold
Traveler_479,San Jose,2,Travel requires additional approval due to high risk factors.,1,3,2,1,0,24,hold
Traveler_480,San Diego,2,Required for mission-related activities and planning.,0,2,0,1,1,9,clarify
Traveler_481,Washington DC,5,Official travel for training and operational support.,1,2,1,1,0,15,clarify
Traveler_482,Norfolk,7,Official travel for training and operational support.,0,3,1,1,1,18,clarify
Traveler_483,Colorado Springs,3,Required for mission-related activities and planning.,1,2,1,0,1,12,clarify
Traveler_484,Norfolk,7,Multiple discrepancies require further review and validation.,1,4,2,0,2,24,hold
Traveler_485,Washington DC,3,Official travel for interagency coordination and mission planning support.,1,1,1,0,0,9,approve
Traveler_486,Tampa,2,Travel supports mission readiness and coordination.,1,2,0,0,2,6,clarify
Traveler_487,Norfolk,3,Official travel in support of mission execution and operational readiness.,1,0,0,0,0,0,approve
Traveler_488,Tampa,6,Multiple discrepancies require further review and validation.,1,2,2,0,0,18,hold
Traveler_489,Washington DC,5,Travel supports mission readiness and coordination.,1,2,0,1,1,9,clarify
Traveler_490,Ramstein,5,"Mission-related travel supporting readiness, coordination, and operational requirements.",1,1,1,0,0,9,approve
Traveler_491,Tampa,4,Multiple discrepancies require further review and validation.,1,3,2,0,1,21,hold
Traveler_492,Colorado Springs,3,Mission trip.,1,1,1,0,0,9,approve
Traveler_493,Tokyo,8,Multiple discrepancies require further review and validation.,1,4,1,1,2,21,clarify
Traveler_494,Washington DC,5,Travel supports stakeholder coordination tied to organizational priorities.,1,1,0,0,1,3,approve
Traveler_495,Washington DC,4,Travel requires additional approval due to high risk factors.,1,2,2,0,0,18,hold
Traveler_496,Ramstein,5,Required for mission-related activities and planning.,1,3,1,0,2,15,clarify
Traveler_497,Colorado Springs,2,Required for mission-related activities and planning.,1,3,0,1,2,12,clarify
Traveler_498,Ramstein,7,Required for mission-related activities and planning.,1,3,0,2,1,15,clarify
Traveler_499,Norfolk,7,Travel requires additional approval due to high risk factors.,1,3,2,0,1,21,hold
